Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
04-04-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,104.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-04-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,130.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-04-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,2834.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-04-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-04-2024,Business,Software Subscriptions - Business,Google Workspace,Software/Cloud,Software/cloud subscription /?? Google Workspace,38.21,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-04-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,24.16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-03-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,30.3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-03-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,26.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-03-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,105.27,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-03-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,395.55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-03-2024,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,20,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-03-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,211.92,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-03-2024,Personal,Personal - Grocery & Household,Lulu Hypermarket,Supermarket,Supermarket purchase /?? Lulu Hypermarket,68.15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-03-2024,Personal,Personal - Grocery & Household,Safartas Supermarket,Supermarket,Supermarket purchase /?? Safartas Supermarket,62,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-03-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120.39,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-03-2024,Personal,Personal - Food & Dining,Jabal Lebanan Al Jadeed Restaurant,Restaurant,Restaurant / dining /?? Jabal Lebanan Al Jadeed Restaurant,57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-03-2024,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),9108.78,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-03-2024,Business,Mobile & Telecom - Business,DU,Telecom,Telecom / mobile bill /?? DU,10,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-03-2024,Personal,Personal - Medical & Pharmacy,Cristal Pharmacy,Pharmacy,Pharmacy purchase /?? Cristal Pharmacy,21,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-03-2024,Personal,Personal - Parking & Salik,National Parking Company,Parking/Salik,Parking / Salik toll /?? National Parking Company,15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-03-2024,Business,General Maintenance & Repairs,Laspinas Building Materials,Maintenance/Repairs,Maintenance/repairs /?? Laspinas Building Materials,88.2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,130.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-03-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,1310.32,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-03-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,356.59,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-03-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,52,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-03-2024,Personal,Personal - Vehicle Maintenance,Marwan Saeed Auto Care,Vehicle Maintenance,Vehicle maintenance/repair /?? Marwan Saeed Auto Care,15.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-03-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,7.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-03-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-03-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,127.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-03-2024,Personal,Personal - Food & Dining,Talabat,Food Delivery,Food delivery /?? Talabat,46.37,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-03-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,3.16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-03-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,27.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-03-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,81.32,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-03-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-03-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-03-2024,Personal,Personal - Food & Dining,Talabat,Food Delivery,Food delivery /?? Talabat,55.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-03-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-03-2024,Business,Taxi & Parking - Business,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-03-2024,Business,Taxi & Parking - Business,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.98,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-03-2024,Personal,Personal - Grocery & Household,Masafi,Grocery/Water,Grocery/drinking water /?? Masafi,400,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-03-2024,Personal,Personal - Grocery & Household,Lulu Hypermarket,Supermarket,Supermarket purchase /?? Lulu Hypermarket,300.15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-03-2024,Personal,Personal - Shopping & Lifestyle,Al Adil Trading,Supermarket,Supermarket purchase /?? Al Adil Trading,181.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-03-2024,Personal,Personal - Shopping & Lifestyle,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-03-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,537.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-03-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,21.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-03-2024,Personal,Personal - Vehicle Maintenance,The Master Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? The Master Auto,400,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-03-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,28,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,122.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-03-2024,Personal,Personal - Air Travel,Air Arabia,Airline,Air travel booking /?? Air Arabia,7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-03-2024,Personal,Personal - Shopping & Lifestyle,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),20,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-03-2024,Personal,Personal - Travel & Conveyance,Sharjah Taxi,Transport,Transport/taxi /?? Sharjah Taxi,72.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-03-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-03-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-03-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,105,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-03-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,119.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-03-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,21.58,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-02-2024,Personal,Personal - Air Travel,Air Arabia,Airline,Air travel booking /?? Air Arabia,1028.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-02-2024,Personal,Personal - Medical & Pharmacy,Salah Din Medical Fitness,Medical,Medical expense /?? Salah Din Medical Fitness,78.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-02-2024,Business,Post & Courier,Emirates Post,Post & Courier,Courier/postage /?? Emirates Post,252.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-02-2024,Business,Printing & Stationery,Rapid Pro Typing Services,Printing & Stationery,Printing & stationery /?? Rapid Pro Typing Services,261.86,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-02-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,5.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-02-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-02-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,44,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,105.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-02-2024,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),866.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,100.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-02-2024,Personal,Personal - Shopping & Lifestyle,Gift City General Trading,Retail,Retail purchase /?? Gift City General Trading,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.72,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-02-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-02-2024,Personal,Personal - Shopping & Lifestyle,Jovintos Trading,Retail,Retail purchase /?? Jovintos Trading,36.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.83,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-02-2024,Personal,Personal - Vehicle Maintenance,The Master Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? The Master Auto,350,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-02-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-02-2024,Business,Mobile & Telecom - Business,Etisalat (e&),Telecom,Telecom / mobile bill /?? Etisalat (e&),443.58,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-02-2024,Personal,Personal - Miscellaneous,Jubily Supermarket,Supermarket,Supermarket purchase /?? Jubily Supermarket,30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-02-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,5.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-02-2024,Personal,Personal - Travel & Conveyance,Dubai Taxi,Transport,Transport/taxi /?? Dubai Taxi,13,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-02-2024,Personal,Personal - Shopping & Lifestyle,Dufry (Duty Free),Retail,Retail purchase /?? Dufry (Duty Free),72,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2024,Personal,Personal - Grocery & Household,Day To Day Supermarket,Supermarket,Supermarket purchase /?? Day To Day Supermarket,84.43,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,35,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-02-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,19.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-02-2024,Personal,Personal - Shopping & Lifestyle,Green Gift Department Store,Retail,Retail purchase /?? Green Gift Department Store,69,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2024,Personal,Personal - Air Travel,Air Arabia,Airline,Air travel booking /?? Air Arabia,578.33,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,7.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-02-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,1034.08,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-02-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-02-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,35,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-02-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,13.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-02-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-02-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,0.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-02-2024,Personal,Personal - Miscellaneous,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,103,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-02-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,6.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-02-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,21.64,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-01-2024,Personal,Personal - Medical & Pharmacy,Go Dental Clinic,Medical,Medical expense /?? Go Dental Clinic,500,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-01-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,105.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,60.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,233.6,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2024,Personal,Personal - Shopping & Lifestyle,Al Adil Trading,Supermarket,Supermarket purchase /?? Al Adil Trading,116.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,250.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-01-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,76.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-01-2024,Personal,Personal - Miscellaneous,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,38,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,114.53,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,118.89,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-01-2024,Personal,Personal - Miscellaneous,Shaklan Supermarket,Supermarket,Supermarket purchase /?? Shaklan Supermarket,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,167.12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,107.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,122.59,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,76.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,110,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-01-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,6.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,628.18,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,54.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-01-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-01-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,136.8,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2024,Business,General Maintenance & Repairs,Laspinas Building Materials,Maintenance/Repairs,Maintenance/repairs /?? Laspinas Building Materials,46.83,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,1077.27,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,278.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,825.78,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-01-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,14.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-01-2024,Business,Mobile & Telecom - Business,Etisalat (e&),Telecom,Telecom / mobile bill /?? Etisalat (e&),442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-01-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,17.97,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-01-2024,Business,Licensing & Government Fees,Ajman Municipality,Government,Government payment /?? Ajman Municipality,3500,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-01-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-01-2024,Personal,Personal - Medical & Pharmacy,Salah Din Medical Fitness,Medical,Medical expense /?? Salah Din Medical Fitness,78.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-01-2024,Personal,Personal - Medical & Pharmacy,Salah Din Medical Fitness,Medical,Medical expense /?? Salah Din Medical Fitness,78.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
