Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
10-01-2024,Personal,Personal - Medical & Pharmacy,Rapid Pro Typing Services,Printing & Stationery,Printing & stationery /?? Rapid Pro Typing Services,261.86,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-01-2024,Personal,Personal - Medical & Pharmacy,Rapid Pro Typing Services,Printing & Stationery,Printing & stationery /?? Rapid Pro Typing Services,261.86,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-01-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-01-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,6.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-01-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3.76,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-01-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,114.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-01-2024,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund/Card Fee/EMI/VAT Adjustment,149,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-01-2024,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,7.45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-01-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,510.31,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-01-2024,Business,Vehicle Fines - Business,Saaed (Traffic Fines System),Government / Fines,Traffic/government fine /?? Saaed (Traffic Fines System),453,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-01-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-01-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,110.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-01-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,5.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-01-2024,Business,Vehicle Fines - Business,Saaed (Traffic Fines System),Government / Fines,Traffic/government fine /?? Saaed (Traffic Fines System),103,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-01-2024,Business,Vehicle Registration & Insurance,Sukoon Insurance,Insurance,Insurance payment /?? Sukoon Insurance,1160,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-01-2024,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),568.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-01-2024,Personal,Personal - Travel & Conveyance,Dubai Duty Free,Travel/Retail,Travel/retail purchase /?? Dubai Duty Free,254.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-01-2024,Personal,Personal - Travel & Conveyance,Dubai Taxi,Transport,Transport/taxi /?? Dubai Taxi,83,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-01-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,108.21,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-01-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,22.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-12-2023,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),184.57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-12-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,130.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-12-2023,Personal,Personal - Grocery & Household,Jubily Supermarket,Supermarket,Supermarket purchase /?? Jubily Supermarket,19,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-12-2023,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),9228.43,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-12-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-12-2023,Personal,Personal - Grocery & Household,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,44,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-12-2023,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,2.26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-12-2023,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-12-2023,Personal,Personal - Grocery & Household,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,53,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-12-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-12-2023,Personal,Personal - Vehicle Maintenance,Fast Vehicle Testing,Vehicle Testing,Vehicle testing (RTA) /?? Fast Vehicle Testing,150,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-12-2023,Personal,Personal - Vehicle Maintenance,The Master Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? The Master Auto,550,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-12-2023,Personal,Personal - Shopping & Lifestyle,Allied Star General Trading,Retail,Retail purchase /?? Allied Star General Trading,164,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-12-2023,Personal,Personal - Travel & Conveyance,Dubai Taxi,Transport,Transport/taxi /?? Dubai Taxi,12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-12-2023,Personal,Personal - Travel & Conveyance,Metro Taxi,Transport,Transport/taxi /?? Metro Taxi,12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-12-2023,Business,Mobile & Telecom - Business,Etisalat (e&),Telecom,Telecom / mobile bill /?? Etisalat (e&),600.45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-12-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,130.44,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-12-2023,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,165,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-12-2023,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,10.83,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-12-2023,Personal,Personal - Vehicle Maintenance,Motor Land,Vehicle Maintenance,Vehicle maintenance/repair /?? Motor Land,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-12-2023,Personal,Personal - Grocery & Household,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,52,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-12-2023,Personal,Personal - Grocery & Household,Jubily Supermarket,Supermarket,Supermarket purchase /?? Jubily Supermarket,19,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-12-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-12-2023,Personal,Personal - Travel & Conveyance,Dubai Taxi,Transport,Transport/taxi /?? Dubai Taxi,12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-12-2023,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-12-2023,Personal,Personal - Miscellaneous,Shaklan Supermarket,Supermarket,Supermarket purchase /?? Shaklan Supermarket,70,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-12-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,122.49,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-12-2023,Personal,Personal - Medical & Pharmacy,Salah Din Medical Fitness,Medical,Medical expense /?? Salah Din Medical Fitness,78.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-12-2023,Personal,Personal - Medical & Pharmacy,Rapid Pro Typing Services,Printing & Stationery,Printing & stationery /?? Rapid Pro Typing Services,261.86,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-12-2023,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-12-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,131.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-12-2023,Personal,Personal - Vehicle Maintenance,The Master Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? The Master Auto,350,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-12-2023,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),467.77,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-12-2023,Personal,Personal - Miscellaneous,Green Gift Department Store,Retail,Retail purchase /?? Green Gift Department Store,43,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-11-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-11-2023,Personal,Personal - Vehicle Maintenance,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),40,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-11-2023,Personal,Personal - Grocery & Household,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,63,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-11-2023,Personal,Personal - Shopping & Lifestyle,Grand City Mall,Shopping Mall,Shopping mall purchase /?? Grand City Mall,55.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,124.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-11-2023,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-11-2023,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,68.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-11-2023,Personal,Personal - Travel & Conveyance,Uber,Transport,Transport/taxi /?? Uber,87.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-11-2023,Personal,Personal - Travel & Conveyance,Uber,Transport,Transport/taxi /?? Uber,1.8,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,130,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-11-2023,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,10.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-11-2023,Personal,Personal - Grocery & Household,Day To Day Supermarket,Supermarket,Supermarket purchase /?? Day To Day Supermarket,35.97,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-11-2023,Personal,Personal - Grocery & Household,Nasamat Al Madina Supermarket,Supermarket,Supermarket purchase /?? Nasamat Al Madina Supermarket,58,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-11-2023,Personal,Personal - Shopping & Lifestyle,Giordano,Retail - Apparel,Clothing purchase /?? Giordano,218.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-11-2023,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,1433.09,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-11-2023,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,23.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-11-2023,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",446.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-11-2023,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,391.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-11-2023,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,114.49,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-11-2023,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,270.11,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,135.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-11-2023,Personal,Personal - Food & Dining,Bikaner Restaurant,Restaurant,Restaurant / dining /?? Bikaner Restaurant,33,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-11-2023,Personal,Personal - Grocery & Household,Grand City Mall,Shopping Mall,Shopping mall purchase /?? Grand City Mall,45.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-11-2023,Personal,Personal - Grocery & Household,Choithram Supermarket,Supermarket,Supermarket purchase /?? Choithram Supermarket,151.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-11-2023,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-11-2023,Personal,Personal - Shopping & Lifestyle,Green Gift Department Store,Retail,Retail purchase /?? Green Gift Department Store,79.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-11-2023,Business,Mobile & Telecom - Business,DU,Telecom,Telecom / mobile bill /?? DU,15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-11-2023,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,131.6,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-11-2023,Personal,Personal - Miscellaneous,Al Bari Flowers,Retail - Florist,Florist purchase /?? Al Bari Flowers,187,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-11-2023,Personal,Personal - Shopping & Lifestyle,Smoke Bazar,Retail,Retail purchase /?? Smoke Bazar,35,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-11-2023,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,2.99,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-11-2023,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,882,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-11-2023,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,388.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,140.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-11-2023,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,115.94,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-11-2023,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,22.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-11-2023,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,10.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-11-2023,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-11-2023,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2023,Personal,Personal - Food & Dining,Bikanervala,Restaurant,Restaurant / dining /?? Bikanervala,102,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2023,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,10.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
